transaction_id,customer_id,transaction_date,amount_gbp,category
4593,1474,2023-06-01,2960.79,Utilities
4594,1414,2023-12-26,437.39,Shopping
4595,1209,2023-04-21,-1290.65,Dining
4596,1128,2023-04-26,706.65,Transfer
4597,1340,2023-07-07,4161.51,Shopping
4598,1116,2023-02-26,4863.74,Salary
4599,1439,2023-09-08,749.6,Utilities
4600,1144,2023-05-30,4204.91,Groceries
4601,1430,2023-06-11,1567.58,Utilities
4602,1318,2023-04-30,3019.11,Transfer
4603,1235,2023-03-11,-1682.4,Salary
4604,1007,2023-12-17,1901.18,Transfer
4605,1464,2023-04-09,-1508.87,Rent
4606,1045,2023-06-16,-119.67,Transfer
4607,1443,2023-10-25,1967.7,Shopping
4608,1239,2023-05-31,3650.15,Dining
4609,1440,2023-11-22,1926.26,Dining
4610,1432,2023-01-02,4553.34,Shopping
4611,1155,2023-06-01,3672.33,Shopping
4612,1181,2023-12-31,-906.32,Salary
4613,1215,2023-03-06,722.71,Utilities
4614,1088,2023-11-22,2679.4,Groceries
4615,1256,2023-03-10,4568.84,Utilities
4616,1073,2023-05-01,4914.01,Utilities
4617,1419,2023-04-19,3342.31,Groceries
4618,1179,2023-11-12,2016.39,Dining
4619,1212,2023-09-04,3296.27,Utilities
4620,1293,2023-04-03,-87.35,Rent
4621,1234,2023-09-25,-14.78,Rent
4622,1465,2023-04-13,2580.45,Salary
4623,1239,2023-04-22,4102.85,Salary
4624,1223,2023-11-17,4788.67,Transfer
4625,1119,2023-10-31,389.34,Groceries
4626,1313,2023-12-10,3575.88,Groceries
4627,1264,2023-03-03,3960.72,Salary
4628,1207,2023-10-27,2362.21,Shopping
4629,1095,2023-05-16,433.14,Utilities
4630,1373,2023-02-24,2333.62,Shopping
4631,1222,2023-04-18,2091.14,Dining
4632,1366,2023-10-30,2245.68,Rent
4633,1276,2023-09-15,2334.82,Groceries
4634,1380,2023-09-10,3929.41,Salary
4635,1231,2023-08-10,-809.43,Rent
4636,1309,2023-06-16,571.06,Shopping
4637,1119,2023-06-09,2102.01,Groceries
4638,1268,2023-06-15,-16.71,Groceries
4639,1433,2023-07-24,4847.07,Transfer
4640,1273,2023-09-24,-157.95,Utilities
4641,1064,2023-05-18,1287.4,Groceries
4642,1298,2023-12-12,4141.56,Dining
4643,1350,2023-09-05,-1439.55,Groceries
4644,1413,2023-02-24,3744.82,Dining
4645,1403,2023-07-28,1997.06,Shopping
4646,1494,2023-01-17,-1777.39,Transfer
4647,1011,2023-03-09,4320.39,Utilities
4648,1098,2023-05-13,-1725.62,Transfer
4649,1434,2023-07-07,1606.52,Dining
4650,1071,2023-11-04,-1656.78,Shopping
4651,1364,2023-05-18,-1501.6,Rent
4652,1058,2023-06-23,4210.43,Transfer
4653,1290,2023-04-07,3360.78,Transfer
4654,1251,2023-06-20,-621.41,Groceries
4655,1276,2023-06-03,2343.28,Transfer
4656,1050,2023-07-02,3562.76,Salary
4657,1358,2023-08-30,4227.13,Salary
4658,1216,2023-10-31,1278.15,Dining
4659,1394,2023-10-12,4282.5,Utilities
4660,1416,2023-01-27,1554.95,Dining
4661,1052,2023-12-26,2817.6,Transfer
4662,1271,2023-03-01,4853.21,Transfer
4663,1485,2023-07-21,-348.34,Shopping
4664,1084,2023-09-07,-820.35,Transfer
4665,1387,2023-12-28,394.13,Shopping
4666,1293,2023-03-10,-849.21,Transfer
4667,1126,2023-01-21,-10.86,Transfer
4668,1296,2023-06-01,3200.9,Dining
4669,1072,2023-04-12,1342.67,Dining
4670,1296,2023-04-05,625.29,Rent
4671,1236,2023-12-27,581.07,Shopping
4672,1056,2023-08-17,-638.29,Rent
4673,1407,2023-05-05,1131.88,Dining
4674,1360,2023-09-15,2372.45,Utilities
4675,1395,2023-11-18,-1025.92,Groceries
4676,1110,2023-08-24,4809.69,Shopping
4677,1192,2023-06-11,1102.97,Salary
4678,1392,2023-02-11,4635.73,Rent
4679,1093,2023-10-03,-1057.39,Shopping
4680,1350,2023-12-19,3370.51,Groceries
4681,1056,2023-03-09,2323.47,Rent
4682,1060,2023-06-22,3740.45,Shopping
4683,1138,2023-11-27,2204.75,Rent
4684,1039,2023-05-05,4739.86,Rent
4685,1028,2023-06-19,2388.52,Dining
4686,1049,2023-02-16,3492.23,Transfer
4687,1420,2023-09-18,4143.07,Dining
4688,1125,2023-08-05,3002.08,Rent
4689,1013,2023-11-01,1669.66,Rent
4690,1480,2023-05-04,-90.28,Transfer
4691,1036,2023-10-20,3981.45,Salary
4692,1101,2023-06-11,1364.05,Groceries
4693,1282,2023-07-20,2344.96,Transfer
4694,1086,2023-10-02,-1445.41,Groceries
4695,1004,2023-07-25,1481.46,Utilities
4696,1223,2023-02-09,2887.1,Transfer
4697,1338,2023-09-30,2088.5,Utilities
4698,1448,2023-07-07,1139.88,Utilities
4699,1166,2023-12-21,-436.01,Dining
4700,1383,2023-04-03,167.69,Dining
4701,1344,2023-02-11,2904.37,Salary
4702,1383,2023-04-17,-430.67,Dining
4703,1376,2023-11-24,2352.09,Utilities
4704,1471,2023-03-06,2128.16,Shopping
4705,1278,2023-12-31,4792.92,Rent
4706,1130,2023-11-05,-1574.53,Utilities
4707,1031,2023-05-15,-1243.14,Salary
4708,1375,2023-01-24,1542.58,Rent
4709,1011,2023-01-28,1689.77,Dining
4710,1476,2023-03-03,-1720.51,Rent
4711,1302,2023-09-30,3780.99,Shopping
4712,1096,2023-08-17,1463.06,Salary
4713,1190,2023-01-20,426.51,Dining
4714,1453,2023-01-03,231.98,Groceries
4715,1192,2023-08-06,4029.85,Utilities
4716,1486,2023-11-03,-622.87,Transfer
4717,1266,2023-05-16,-877.08,Shopping
4718,1424,2023-01-03,-507.75,Shopping
4719,1128,2023-07-12,2375.16,Transfer
4720,1238,2023-03-14,3676.52,Utilities
4721,1408,2023-12-27,316.85,Salary
4722,1355,2023-04-28,-785.77,Salary
4723,1428,2023-06-03,-535.64,Shopping
4724,1112,2023-07-28,2334.29,Utilities
4725,1316,2023-02-03,-277.75,Rent
4726,1446,2023-05-17,4140.96,Groceries
4727,1343,2023-11-14,-1272.76,Groceries
4728,1145,2023-04-30,-1773.42,Salary
4729,1065,2023-04-25,-1381.35,Salary
4730,1247,2023-01-13,3919.5,Rent
4731,1223,2023-03-10,2558.61,Salary
4732,1479,2023-11-29,4704.21,Groceries
4733,1490,2023-09-14,354.08,Utilities
4734,1313,2023-03-30,-511.25,Shopping
4735,1439,2023-02-16,1933.83,Groceries
4736,1106,2023-09-17,1764.8,Rent
4737,1181,2023-08-16,2137.17,Utilities
4738,1184,2023-06-29,432.74,Utilities
4739,1226,2023-01-10,-1958.72,Shopping
4740,1265,2023-10-11,-1754.78,Groceries
4741,1278,2023-05-06,2646.79,Transfer
4742,1397,2023-05-14,1662.81,Utilities
4743,1089,2023-06-04,3747.08,Utilities
4744,1176,2023-09-05,102.87,Salary
4745,1018,2023-05-20,3708.31,Utilities
4746,1371,2023-11-14,978.44,Rent
4747,1460,2023-06-25,-1323.11,Utilities
4748,1424,2023-11-19,4845.38,Salary
4749,1401,2023-06-23,1583.55,Dining
4750,1399,2023-03-15,2406.35,Dining
4751,1106,2023-12-17,2695.58,Rent
4752,1271,2023-05-23,536.89,Shopping
4753,1463,2023-10-19,3232.7,Shopping
4754,1319,2023-04-22,4091.87,Transfer
4755,1167,2023-07-25,710.31,Transfer
4756,1013,2023-05-11,2599.01,Rent
4757,1337,2023-04-20,3299.87,Utilities
4758,1032,2023-03-08,-669.12,Utilities
4759,1393,2023-03-27,328.17,Dining
4760,1040,2023-10-02,-1238.43,Dining
4761,1148,2023-08-15,2215.46,Groceries
4762,1218,2023-11-21,3606.56,Dining
4763,1219,2023-01-10,2275.87,Transfer
4764,1469,2023-12-21,-741.51,Dining
4765,1082,2023-10-15,1824.58,Rent
4766,1333,2023-04-22,3844.54,Groceries
4767,1208,2023-01-24,119.07,Shopping
4768,1201,2023-10-18,3828.56,Groceries
4769,1447,2023-12-05,3492.36,Utilities
4770,1332,2023-11-22,-1847.81,Utilities
4771,1428,2023-06-17,-323.82,Groceries
4772,1038,2023-04-19,1800.6,Groceries
4773,1211,2023-07-09,3023.32,Utilities
4774,1444,2023-12-21,4163.71,Transfer
4775,1327,2023-07-15,2487.3,Rent
4776,1249,2023-02-02,662.41,Rent
4777,1227,2023-07-24,-707.61,Rent
4778,1048,2023-11-08,3320.25,Rent
4779,1018,2023-07-01,-552.53,Utilities
4780,1400,2023-05-27,2868.01,Transfer
4781,1439,2023-09-25,-731.52,Salary
4782,1295,2023-01-11,-1362.62,Dining
4783,1196,2023-03-11,-242.3,Dining
4784,1187,2023-09-13,-5.49,Dining
4785,1345,2023-08-07,2530.46,Dining
4786,1224,2023-10-24,-873.82,Utilities
4787,1318,2023-12-28,4512.15,Salary
4788,1488,2023-09-16,1880.53,Utilities
4789,1397,2023-01-03,1436.52,Salary
4790,1365,2023-03-25,1042.86,Utilities
4791,1337,2023-06-05,1966.21,Transfer
4792,1497,2023-05-31,-1842.87,Groceries
4793,1229,2023-06-25,4930.6,Salary
4794,1390,2023-07-14,1902.67,Dining
4795,1467,2023-04-17,-1753.63,Salary
4796,1077,2023-05-14,2129.84,Shopping
4797,1188,2023-10-03,1059.55,Rent
4798,1346,2023-12-18,-1831.74,Salary
4799,1270,2023-06-04,4471.0,Shopping
4800,1095,2023-10-04,-1926.03,Rent
4801,1310,2023-08-24,2045.1,Shopping
4802,1132,2023-08-28,4732.54,Rent
4803,1039,2023-01-13,-336.77,Groceries
4804,1072,2023-12-08,-220.75,Salary
4805,1281,2023-02-04,-1997.04,Shopping
4806,1333,2023-02-16,-1535.54,Transfer
4807,1160,2023-08-02,-1685.78,Groceries
4808,1187,2023-05-26,3758.59,Dining
4809,1486,2023-06-08,3857.16,Salary
4810,1191,2023-05-05,3086.9,Utilities
4811,1422,2023-04-20,469.22,Utilities
4812,1120,2023-02-06,3748.78,Utilities
4813,1220,2023-10-04,1778.42,Transfer
4814,1053,2023-01-14,130.17,Shopping
4815,1222,2023-12-13,1060.94,Shopping
4816,1451,2023-08-20,-1539.63,Rent
4817,1412,2023-11-12,4614.36,Utilities
4818,1131,2023-05-04,2333.81,Dining
4819,1237,2023-10-06,3118.64,Shopping
4820,1246,2023-04-21,2736.08,Transfer
4821,1226,2023-05-04,2674.25,Salary
4822,1208,2023-01-30,-1879.17,Shopping
4823,1406,2023-04-25,1677.6,Salary
4824,1096,2023-03-31,3751.97,Transfer
4825,1422,2023-07-31,-1688.37,Shopping
4826,1200,2023-02-07,4693.16,Rent
4827,1247,2023-03-24,969.12,Rent
4828,1072,2023-01-27,29.27,Rent
4829,1318,2023-08-05,1722.75,Dining
4830,1185,2023-12-26,3608.5,Shopping
4831,1006,2023-08-03,1323.29,Salary
4832,1206,2023-08-09,2515.74,Transfer
4833,1032,2023-01-15,1499.4,Shopping
4834,1099,2023-09-16,2418.91,Transfer
4835,1394,2023-09-23,-1033.78,Groceries
4836,1387,2023-04-30,-1729.36,Rent
4837,1256,2023-05-08,-1041.69,Utilities
4838,1187,2023-07-30,0.87,Transfer
4839,1076,2023-01-11,-226.51,Groceries
4840,1177,2023-06-25,2306.23,Transfer
4841,1315,2023-05-13,1191.23,Groceries
4842,1287,2023-11-21,-1728.32,Transfer
4843,1349,2023-11-16,-1755.94,Rent
4844,1255,2023-01-14,-1365.88,Utilities
4845,1325,2023-02-19,471.57,Rent
4846,1190,2023-03-13,-1956.72,Transfer
4847,1308,2023-03-10,1457.91,Rent
4848,1345,2023-01-16,524.69,Utilities
4849,1127,2023-11-30,1888.09,Groceries
4850,1425,2023-12-23,3045.78,Groceries
4851,1287,2023-02-25,-243.19,Transfer
4852,1254,2023-04-15,-900.41,Shopping
4853,1213,2023-05-12,-53.63,Utilities
4854,1250,2023-02-17,-1987.66,Groceries
4855,1084,2023-09-05,-1159.91,Dining
4856,1487,2023-09-30,3255.81,Rent
4857,1383,2023-04-21,-440.35,Transfer
4858,1406,2023-11-22,4960.1,Dining
4859,1388,2023-12-02,-825.18,Dining
4860,1013,2023-12-15,3521.4,Shopping
4861,1045,2023-02-07,2935.31,Shopping
4862,1127,2023-12-23,254.92,Shopping
4863,1426,2023-08-28,315.17,Dining
4864,1114,2023-11-14,1944.86,Salary
4865,1433,2023-05-01,3966.62,Salary
4866,1276,2023-02-17,703.31,Dining
4867,1500,2023-01-10,-1571.74,Rent
4868,1205,2023-08-21,620.93,Transfer
4869,1337,2023-02-05,-548.81,Dining
4870,1438,2023-01-04,4574.45,Transfer
4871,1420,2023-02-13,2880.92,Dining
4872,1481,2023-02-25,-1644.17,Shopping
4873,1385,2023-02-11,50.92,Transfer
4874,1399,2023-09-12,-1648.49,Shopping
4875,1461,2023-08-16,3810.12,Shopping
4876,1273,2023-04-24,4344.07,Salary
4877,1408,2023-08-25,-1214.04,Dining
4878,1058,2023-06-23,1082.03,Rent
4879,1328,2023-09-12,4523.18,Rent
4880,1498,2023-10-04,-983.52,Shopping
4881,1219,2023-12-01,43.33,Shopping
4882,1109,2023-03-10,129.92,Dining
4883,1279,2023-11-22,-1789.59,Rent
4884,1174,2023-08-18,-1746.09,Dining
4885,1328,2023-03-08,4669.55,Transfer
4886,1264,2023-10-31,1997.65,Salary
4887,1315,2023-02-05,146.54,Dining
4888,1474,2023-06-08,650.72,Shopping
4889,1111,2023-05-29,3003.9,Groceries
4890,1187,2023-01-27,565.62,Salary
4891,1269,2023-03-13,-405.68,Rent
4892,1423,2023-09-05,-1287.14,Rent
4893,1229,2023-04-11,3102.53,Shopping
4894,1497,2023-07-09,-736.04,Shopping
4895,1156,2023-04-06,-1512.46,Salary
4896,1473,2023-10-09,988.68,Shopping
4897,1189,2023-11-18,-1723.0,Groceries
4898,1272,2023-10-05,4754.99,Salary
4899,1375,2023-01-17,2391.05,Shopping
4900,1002,2023-09-20,-931.12,Transfer
4901,1246,2023-04-17,-792.82,Utilities
4902,1210,2023-03-09,1988.8,Groceries
4903,1401,2023-05-08,495.96,Salary
4904,1286,2023-10-20,3419.87,Utilities
4905,1359,2023-10-21,1820.65,Dining
4906,1013,2023-04-06,1033.34,Groceries
4907,1096,2023-01-01,4740.86,Dining
4908,1498,2023-10-25,735.1,Utilities
4909,1221,2023-06-29,804.28,Rent
4910,1238,2023-06-30,2660.41,Rent
4911,1094,2023-08-23,3666.35,Shopping
4912,1338,2023-11-15,2383.5,Rent
4913,1269,2023-12-03,2890.27,Dining
4914,1171,2023-01-08,610.52,Groceries
4915,1469,2023-01-27,1356.48,Dining
4916,1094,2023-11-04,-620.75,Dining
4917,1149,2023-05-26,2761.73,Rent
4918,1112,2023-04-01,-449.84,Dining
4919,1055,2023-12-08,-1991.2,Utilities
4920,1337,2023-09-29,4536.33,Salary
4921,1424,2023-11-18,142.11,Salary
4922,1467,2023-01-05,-623.58,Salary
4923,1116,2023-03-23,-122.97,Shopping
4924,1143,2023-08-07,313.13,Transfer
4925,1201,2023-04-28,1321.82,Transfer
4926,1180,2023-03-22,-1514.54,Rent
4927,1202,2023-03-11,-1631.29,Transfer
4928,1364,2023-04-25,50.38,Rent
4929,1479,2023-09-20,70.36,Salary
4930,1053,2023-11-02,-1176.48,Groceries
4931,1471,2023-05-22,833.54,Shopping
4932,1384,2023-07-26,-11.8,Salary
4933,1180,2023-04-21,-1817.61,Dining
4934,1414,2023-10-30,4200.05,Transfer
4935,1417,2023-04-22,4202.13,Salary
4936,1313,2023-02-12,-535.72,Transfer
4937,1308,2023-12-13,-859.89,Salary
4938,1137,2023-10-12,1831.05,Transfer
4939,1182,2023-05-08,2415.27,Groceries
4940,1367,2023-07-04,4702.8,Rent
4941,1001,2023-08-17,641.44,Transfer
4942,1044,2023-08-09,2327.4,Rent
4943,1227,2023-12-18,4147.27,Dining
4944,1331,2023-04-27,1149.68,Salary
4945,1098,2023-03-11,-1143.58,Utilities
4946,1208,2023-03-11,642.13,Dining
4947,1265,2023-04-20,-1044.03,Transfer
4948,1288,2023-05-12,-1883.52,Rent
4949,1271,2023-02-25,3260.87,Groceries
4950,1140,2023-03-30,-331.03,Transfer
4951,1481,2023-05-17,-1985.95,Rent
4952,1237,2023-05-11,4107.03,Rent
4953,1462,2023-08-06,1106.52,Transfer
4954,1441,2023-06-25,-327.98,Groceries
4955,1392,2023-06-20,-160.47,Salary
4956,1072,2023-04-10,-316.23,Salary
4957,1155,2023-05-09,-638.11,Transfer
4958,1190,2023-02-26,3888.58,Transfer
4959,1268,2023-06-30,-807.68,Transfer
4960,1321,2023-09-03,1932.98,Rent
4961,1107,2023-05-24,-1458.76,Transfer
4962,1232,2023-02-20,4646.65,Dining
4963,1042,2023-08-06,2223.2,Utilities
4964,1190,2023-04-14,4322.07,Transfer
4965,1371,2023-02-24,785.14,Dining
4966,1139,2023-09-14,3674.7,Shopping
4967,1103,2023-12-12,3975.58,Dining
4968,1171,2023-06-05,2920.65,Rent
4969,1351,2023-02-22,-1349.37,Rent
4970,1273,2023-11-25,-1887.44,Utilities
4971,1481,2023-07-06,-820.08,Utilities
4972,1416,2023-12-30,-1173.32,Utilities
4973,1221,2023-05-30,3075.96,Rent
4974,1213,2023-09-21,1899.05,Rent
4975,1341,2023-09-07,1681.66,Dining
4976,1424,2023-10-25,-229.93,Rent
4977,1407,2023-07-30,-917.75,Shopping
4978,1056,2023-01-25,-554.16,Salary
4979,1390,2023-10-21,801.94,Salary
4980,1342,2023-12-07,3181.0,Utilities
4981,1434,2023-06-01,-218.38,Rent
4982,1102,2023-01-24,2890.29,Shopping
4983,1421,2023-09-09,1440.58,Salary
4984,1493,2023-03-01,4198.09,Dining
4985,1192,2023-03-07,-369.6,Groceries
4986,1499,2023-02-22,1156.0,Transfer
4987,1310,2023-04-16,-1323.35,Dining
4988,1200,2023-04-06,346.07,Groceries
4989,1233,2023-06-25,1548.16,Shopping
4990,1433,2023-02-08,3129.18,Dining
4991,1227,2023-06-17,-613.46,Salary
4992,1371,2023-02-11,-473.36,Rent
4993,1139,2023-04-14,2421.04,Groceries
4994,1344,2023-11-29,677.2,Rent
4995,1305,2023-07-23,1374.66,Shopping
4996,1149,2023-01-08,3852.94,Transfer
4997,1115,2023-10-09,1493.58,Transfer
4998,1450,2023-02-12,2567.5,Rent
4999,1063,2023-04-20,2597.43,Salary
5000,1104,2023-07-29,3625.28,Shopping
5001,1339,2023-08-25,2466.98,Transfer
5002,1359,2023-12-22,-1546.33,Utilities
5003,1156,2023-11-15,395.21,Utilities
5004,1273,2023-02-18,4925.21,Groceries
5005,1006,2023-04-25,-624.43,Salary
5006,1147,2023-06-04,2107.1,Rent
5007,1184,2023-05-17,3900.58,Dining
5008,1486,2023-06-16,2105.91,Dining
5009,1028,2023-11-17,605.89,Shopping
5010,1450,2023-07-18,-1438.4,Groceries
5011,1038,2023-03-12,531.65,Groceries
5012,1119,2023-01-07,-725.53,Groceries
5013,1293,2023-07-19,4726.04,Salary
5014,1371,2023-12-02,3005.22,Dining
5015,1244,2023-03-08,3245.68,Shopping
5016,1068,2023-05-18,1051.78,Salary
5017,1214,2023-08-30,-1230.25,Shopping
5018,1218,2023-08-01,-132.98,Salary
5019,1177,2023-06-30,-182.02,Rent
5020,1299,2023-09-11,1407.46,Salary
5021,1164,2023-04-11,1226.86,Salary
5022,1058,2023-12-17,1033.86,Rent
5023,1269,2023-03-28,1471.84,Utilities
5024,1308,2023-07-04,4909.16,Rent
5025,1058,2023-04-01,88.48,Groceries
5026,1288,2023-09-05,2306.88,Transfer
5027,1465,2023-08-02,-323.45,Utilities
5028,1105,2023-12-25,1266.24,Transfer
5029,1228,2023-09-06,-599.66,Dining
5030,1247,2023-05-06,1907.35,Transfer
5031,1188,2023-01-04,-144.92,Shopping
5032,1494,2023-03-29,-1742.48,Salary
5033,1083,2023-05-31,3706.9,Utilities
5034,1186,2023-06-25,-1102.21,Dining
5035,1252,2023-07-30,576.27,Rent
5036,1355,2023-09-16,1340.24,Rent
5037,1238,2023-04-01,1027.36,Groceries
5038,1360,2023-09-16,3079.66,Transfer
5039,1184,2023-07-10,2177.44,Groceries
5040,1284,2023-03-22,67.6,Utilities
5041,1385,2023-05-18,-1638.08,Transfer
5042,1426,2023-12-16,3373.17,Shopping
5043,1210,2023-05-06,467.69,Salary
5044,1304,2023-12-22,4228.07,Rent
5045,1296,2023-11-05,765.4,Utilities
5046,1097,2023-12-09,3023.61,Transfer
5047,1447,2023-08-18,4576.95,Utilities
5048,1460,2023-12-11,2558.07,Shopping
5049,1456,2023-11-06,894.42,Transfer
5050,1472,2023-01-20,1971.79,Utilities
5051,1208,2023-02-18,1804.12,Groceries
5052,1370,2023-05-15,2093.74,Shopping
5053,1388,2023-01-29,-972.26,Rent
5054,1422,2023-02-17,2889.57,Transfer
5055,1492,2023-09-26,-984.7,Groceries
5056,1411,2023-01-03,-1897.68,Groceries
5057,1137,2023-09-15,2373.46,Shopping
5058,1367,2023-01-16,-1181.6,Shopping
5059,1400,2023-04-04,3392.88,Utilities
5060,1184,2023-12-24,4061.76,Dining
5061,1076,2023-05-14,4613.16,Dining
5062,1287,2023-10-28,2651.34,Dining
5063,1472,2023-11-23,1374.1,Transfer
5064,1375,2023-05-13,465.97,Transfer
5065,1142,2023-11-08,1436.48,Utilities
5066,1237,2023-02-01,-667.53,Salary
5067,1025,2023-11-01,438.96,Transfer
5068,1290,2023-09-26,3025.51,Rent
5069,1067,2023-01-25,-478.04,Utilities
5070,1250,2023-11-12,-151.53,Utilities
5071,1408,2023-02-28,3245.3,Groceries
5072,1118,2023-08-01,-755.15,Dining
5073,1490,2023-06-05,-278.79,Shopping
5074,1073,2023-11-10,-1877.17,Utilities
5075,1282,2023-10-03,3040.36,Salary
5076,1404,2023-07-29,2325.32,Transfer
5077,1448,2023-02-26,2860.7,Rent
5078,1360,2023-07-04,-499.71,Salary
5079,1010,2023-02-23,2811.63,Utilities
5080,1211,2023-07-28,2174.64,Utilities
5081,1323,2023-12-08,562.86,Groceries
5082,1152,2023-10-20,1064.78,Salary
5083,1005,2023-12-06,1975.44,Groceries
5084,1195,2023-10-31,1453.05,Shopping
5085,1442,2023-09-09,2492.8,Salary
5086,1283,2023-10-31,-733.14,Dining
5087,1464,2023-04-22,1784.97,Shopping
5088,1113,2023-01-06,1151.96,Dining
5089,1271,2023-07-10,1227.14,Salary
5090,1163,2023-11-30,1285.67,Groceries
5091,1460,2023-10-06,4170.3,Dining
5092,1105,2023-12-06,3730.39,Utilities
5093,1181,2023-01-13,2406.99,Transfer
5094,1044,2023-10-30,3015.41,Rent
5095,1282,2023-02-13,-1700.38,Groceries
5096,1175,2023-04-15,3207.94,Shopping
5097,1162,2023-06-09,1403.15,Transfer
5098,1471,2023-06-03,224.23,Shopping
5099,1351,2023-08-30,-1021.56,Salary
5100,1434,2023-06-30,-1473.54,Shopping
5101,1340,2023-01-14,-1685.8,Rent
5102,1140,2023-06-29,-867.43,Rent
5103,1471,2023-10-19,-1788.99,Utilities
5104,1132,2023-09-21,3128.5,Shopping
5105,1087,2023-06-17,-259.7,Groceries
5106,1176,2023-08-02,581.18,Rent
5107,1183,2023-05-30,3759.01,Groceries
5108,1368,2023-01-16,-1197.4,Utilities
5109,1129,2023-04-01,3849.16,Salary
5110,1246,2023-04-30,2476.78,Rent
5111,1089,2023-09-10,394.21,Rent
5112,1066,2023-03-01,-1175.35,Rent
5113,1158,2023-09-23,-1359.55,Shopping
5114,1387,2023-01-31,348.6,Groceries
5115,1378,2023-01-21,-1017.61,Transfer
5116,1149,2023-08-07,-126.03,Rent
5117,1473,2023-03-22,-1629.31,Groceries
5118,1340,2023-10-16,2165.06,Shopping
5119,1433,2023-01-31,-983.07,Dining
5120,1116,2023-08-22,3297.13,Dining
5121,1214,2023-02-05,-472.78,Groceries
5122,1469,2023-05-12,3585.84,Shopping
5123,1446,2023-11-20,-670.83,Dining
5124,1481,2023-12-12,3049.57,Utilities
5125,1372,2023-05-12,331.52,Utilities
5126,1294,2023-01-09,2081.84,Dining
5127,1253,2023-01-30,-1729.37,Salary
5128,1143,2023-04-25,1466.71,Groceries
5129,1250,2023-10-28,-959.18,Dining
5130,1366,2023-01-04,1404.24,Groceries
5131,1436,2023-11-21,-1010.49,Transfer
5132,1463,2023-08-25,1059.62,Transfer
5133,1302,2023-01-23,-1225.65,Shopping
5134,1025,2023-01-16,-460.34,Transfer
5135,1277,2023-01-22,2165.55,Transfer
5136,1472,2023-03-13,4836.62,Dining
5137,1377,2023-10-31,1144.29,Utilities
5138,1378,2023-08-18,2810.22,Shopping
5139,1389,2023-04-17,1775.97,Transfer
5140,1070,2023-07-27,1488.51,Salary
5141,1113,2023-07-27,-1547.07,Groceries
5142,1363,2023-09-20,-989.92,Salary
5143,1112,2023-02-20,4181.4,Transfer
5144,1364,2023-03-06,871.15,Utilities
5145,1303,2023-09-22,2300.33,Transfer
5146,1471,2023-12-04,1697.63,Rent
5147,1452,2023-10-28,652.18,Rent
5148,1091,2023-06-24,714.72,Groceries
5149,1018,2023-06-01,1888.26,Shopping
5150,1149,2023-09-23,-1012.01,Utilities
5151,1476,2023-11-25,710.81,Transfer
5152,1227,2023-10-31,1128.83,Groceries
5153,1214,2023-06-12,4895.88,Shopping
5154,1360,2023-12-09,460.18,Groceries
5155,1151,2023-08-26,2512.05,Groceries
5156,1192,2023-07-18,-1038.09,Salary
5157,1451,2023-01-16,-1541.63,Dining
5158,1040,2023-11-05,4100.79,Utilities
5159,1242,2023-10-23,3115.14,Salary
5160,1138,2023-12-22,222.5,Shopping
5161,1345,2023-10-03,1532.05,Dining
5162,1180,2023-08-27,-1049.79,Groceries
5163,1497,2023-03-10,2950.12,Rent
5164,1200,2023-10-28,-1507.69,Transfer
5165,1203,2023-01-06,3299.23,Salary
5166,1061,2023-08-08,1827.86,Utilities
5167,1192,2023-09-11,-48.05,Utilities
5168,1005,2023-10-22,4038.02,Dining
5169,1378,2023-12-24,4902.5,Salary
5170,1237,2023-04-17,-219.56,Groceries
5171,1181,2023-10-22,3643.72,Dining
5172,1311,2023-04-28,3251.16,Shopping
5173,1037,2023-06-17,3230.33,Utilities
5174,1056,2023-09-08,4700.65,Shopping
5175,1443,2023-03-23,1406.32,Salary
5176,1237,2023-02-23,2719.18,Rent
5177,1358,2023-08-28,3767.14,Shopping
5178,1349,2023-01-12,1356.76,Transfer
5179,1197,2023-07-28,1370.02,Groceries
5180,1073,2023-06-14,230.58,Transfer
5181,1059,2023-10-21,3465.78,Utilities
5182,1240,2023-01-07,2803.37,Transfer
5183,1002,2023-03-19,1157.98,Salary
5184,1449,2023-03-06,935.36,Rent
5185,1360,2023-04-12,-1491.87,Utilities
5186,1188,2023-12-23,-1954.49,Rent
5187,1307,2023-10-27,1702.26,Utilities
5188,1030,2023-10-14,922.45,Dining
5189,1267,2023-06-20,3572.26,Transfer
5190,1476,2023-03-18,1798.58,Dining
5191,1108,2023-02-17,4556.94,Dining
5192,1332,2023-09-12,-627.01,Salary
5193,1423,2023-03-23,4931.05,Dining
5194,1090,2023-07-28,85.43,Salary
5195,1205,2023-07-28,2496.97,Groceries
5196,1379,2023-03-25,1512.98,Dining
5197,1456,2023-01-10,517.03,Salary
5198,1447,2023-01-29,-1024.84,Utilities
5199,1448,2023-10-31,-1056.16,Salary
5200,1445,2023-04-26,2980.54,Shopping
5201,1381,2023-09-26,643.49,Salary
5202,1438,2023-02-16,4729.09,Transfer
5203,1220,2023-12-25,279.54,Shopping
5204,1378,2023-04-01,4884.67,Utilities
5205,1094,2023-02-22,-562.04,Transfer
5206,1457,2023-08-06,-1280.3,Salary
5207,1103,2023-12-14,187.99,Transfer
5208,1223,2023-03-18,4199.09,Utilities
5209,1186,2023-07-23,1652.96,Transfer
5210,1469,2023-02-13,-1050.45,Shopping
